"ano","sq_candidato","nome_candidato","sigla_uf","sigla_partido","qtd_doacoes","qtd_doadores","total_receita","media_receita","recursos de outros candidatos/comitês","recursos de pessoas físicas","recursos de pessoas jurídicas","recursos próprios","qtd_despesas","qtd_fornecedores","total_despesa","media_despesa","descricao_cargo","sexo","grau_instrucao","estado_civil","descricao_ocupacao","votos"
2014,230000000455,"DELDICE RIBEIRO SOUSA","RR","PV",2,2,2000,1000,NA,2000,NA,NA,2,2,2000,1000,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO",9
2014,230000000458,"OZELIO IZIDÓRIO MESSIAS","RR","PV",6,6,32480.35,5413.39166666667,5480.35,2000,NA,NA,14,13,32475.85,2498.14230769231,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","TÉCNICO EM AGRONOMIA E AGRIMENSURA",2067
2014,230000000459,"ROBERTO CARLOS CALEFFI","RR","PV",4,3,7300.35,2433.45,6682.7,NA,NA,3500,4,3,7300.35,2433.45,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","FOTÓGRAFO E ASSEMELHADOS",164
2014,230000000460,"VILTON DE SOUSA FLOR","RR","PV",6,6,10606.38,1767.73,6104.88,501.5,NA,4000,6,6,10606.38,1767.73,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","EMPRESÁRIO",1330
2014,230000000461,"WENDEL CORDEIRO DE LIMA","RR","PV",6,6,11604.88,1934.14666666667,6104.88,2000,NA,3500,6,6,11604.88,1934.14666666667,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","VEREADOR",1054
2014,230000000462,"EVANDRO DOS SANTOS FIGUEIRA","RR","PDT",6,6,10687.62,1781.27,8487.62,1200,NA,1000,8,8,10600.47,1325.05875,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO FEDERAL",523
2014,230000000548,"SONIA MARGARETH BRANCO DE OLIVEIRA","RR","PP",2,2,1500,750,NA,1500,NA,NA,2,2,1500,750,"DEPUTADO FEDERAL","FEMININO","LÊ E ESCREVE","SOLTEIRO(A)","OUTROS",2
2014,230000000744,"MAURICIO COSTA DA SILVA","RR","PPS",11,11,32114.04,2919.45818181818,NA,2000,16030,7830,17,16,32060.13,2003.758125,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","EMPRESÁRIO",199
2014,240000000061,"IVAN ROCHA DE OLIVEIRA","SC","PSOL",10,10,998.5,99.85,114.5,720,114,50,7,6,898.5,149.75,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","OUTROS",1996
2014,240000000066,"ALESSANDRA CUNHACO","SC","PSOL",1,1,114.5,114.5,114.5,NA,NA,NA,1,1,114.5,114.5,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS",2432
2014,240000000067,"JOÃO OTÁVIO CARDOSO AMANTE","SC","PSOL",1,1,114.5,114.5,114.5,NA,NA,NA,1,1,114.5,114.5,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO MUNICIPAL",937
2014,240000000078,"FLAVIO DA SILVA DAMIANI","SC","PSOL",3,3,2950,983.333333333333,NA,2300,NA,650,2,2,2950,1475,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","POLICIAL MILITAR",14371
2014,240000000085,"JULIANA COSTA TORRALBA","SC","PSOL",1,1,114.5,114.5,114.5,NA,NA,NA,1,1,114.5,114.5,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",2673
2014,240000000086,"MARCELO BORRET CORTEZ","SC","PSOL",1,1,5000,5000,NA,NA,5000,NA,7,7,4990,712.857142857143,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO",6155
2014,240000000087,"LARISSA VIANNA NEVEU","SC","PSOL",1,1,114.5,114.5,114.5,NA,NA,NA,1,1,114.5,114.5,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",401
2014,240000000118,"ANTONIO VILMAR GRAVUNI","SC","PRP",2,2,4855.13,2427.565,NA,NA,NA,4650,7,6,4828.63,804.771666666667,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","EMPRESÁRIO",329
2014,240000000128,"MARIA BEATRIZ SOARES DE OLIVEIRA VAZ","SC","PRP",12,12,3422.48,285.206666666667,337.5,1814,NA,1065.85,15,15,3390.28,226.018666666667,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO",227
2014,240000000131,"MARIA SALETE HONORATO","SC","PRP",11,11,3984.63,362.239090909091,165,2810,NA,804.5,7,7,3792,541.714285714286,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE","ADVOGADO",2377
2014,240000000152,"ALTEMIR GREGOLIN","SC","PT",40,33,276109.24,8366.94666666667,2205,21500,69450,92954.24,128,104,294255.85,2829.38317307692,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","VETERINÁRIO",12336
2014,240000000171,"ADILSON MARIANO","SC","PT",45,45,30027.99,667.288666666667,2205,24067.99,1605,2150,18,18,30104.99,1672.49944444444,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO SUPERIOR",15928
2014,240000000172,"CARLITO MERSS","SC","PT",36,35,331327.77,9466.50771428571,2205,84293.13,212358.98,32770.66,177,157,302136.76,1924.43796178344,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","APOSENTADO (EXCETO SERVIDOR PÚBLICO)",37167
2014,240000000173,"CLAUDIA MARIA BUS","SC","PT",29,29,33443.45,1153.2224137931,5255.75,19034,300,8853.7,42,42,33443.43,796.272142857143,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO",4631
2014,240000000174,"DÉCIO NERY DE LIMA","SC","PT",108,103,1781823.77,17299.2599029126,17205,198816.77,252802,2000,879,457,1291377.91,2825.77223194748,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",112366
2014,240000000175,"JOSÉ PAULO SERAFIM","SC","PT",35,28,172326,6154.5,NA,62621,142205,13032,158,113,153936.61,1362.27088495575,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","OUTROS",22675
2014,240000000176,"JOÃO JOSÉ DOS SANTOS","SC","PT",37,37,153123.29,4138.4672972973,2205,65700,55700,19518.29,81,76,149256.39,1963.89986842105,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO",10192
2014,240000000178,"LUCI TERESINHA KOSWOSKI CHOINACKI","SC","PT",34,30,323180,10772.6666666667,NA,73820,103000,29360,312,258,370503.17,1436.05879844961,"DEPUTADO FEDERAL","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","DIVORCIADO(A)","AGRICULTOR",35455
2014,240000000179,"MARIA TEREZA ZANELLA CAPRA","SC","PT",29,29,48900.56,1686.22620689655,12173.5,7501.2,60.06,29165.8,67,63,47388.76,752.20253968254,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","VEREADOR",5931
2014,240000000180,"MARLI LEANDRO","SC","PT",176,175,361403.23,2065.16131428571,2205,297750,47802.23,12400,207,143,297872.67,2083.02566433566,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","VEREADOR",16035
2014,240000000181,"PAULO HENRIQUE LÚCIO","SC","PT",34,32,41281.52,1290.0475,5829.5,24091.47,2500,7860.55,71,66,41232.62,624.736666666667,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO SUPERIOR",6820
2014,240000000182,"PEDRO FRANCISCO UCZAI","SC","PT",199,197,834750.96,4237.3145177665,19602.96,309704,102950,407494,575,404,665904.21,1648.27774752475,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO SUPERIOR",135439
2014,240000000183,"SEBASTIÃO DA SILVA CAMARGO","SC","PT",26,22,26982.08,1226.45818181818,5963.05,4780,942.34,8692.86,49,40,24359.98,608.9995,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","PROFESSOR DE ENSINO SUPERIOR",6110
2014,240000000184,"VALBERTO WIGGERS MICHELS","SC","PT",9,9,14145.3,1571.7,5759,NA,1500,6886.3,16,16,14145.3,884.08125,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","VEREADOR",3893
2014,240000000188,"JEAN PIER XAVIER DE LIZ","SC","PT",16,12,24581.05,2048.42083333333,4966,3000,NA,24515.05,49,47,32149.42,684.030212765957,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","EMPRESÁRIO",15939
2014,240000000191,"LOURDES SUZANE DA ROSA LIMA","SC","PT",5,5,5759,1151.8,5759,NA,NA,NA,6,6,6059,1009.83333333333,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","ENFERMEIRO",517
2014,240000000194,"LAURA JULICI DREHER DE ANDRADE","SC","PT",17,16,18162,1135.125,3112,4770,NA,300,32,31,17949.22,579.007096774194,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","EMPRESÁRIO",468
2014,240000000202,"JONAS ORBEN","SC","PSTU",6,6,2993.47,498.911666666667,NA,NA,NA,920,8,8,2993.47,374.18375,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO MÉDIO",2974
2014,240000000212,"JOÃO PAULO KARAM KLEINUBING","SC","PSD",40,40,617756.15,15443.90375,NA,67011.66,275238.37,215000,216,180,561392.45,3118.84694444444,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADMINISTRADOR",132349
2014,240000000213,"JOÃO RODRIGUES","SC","PSD",224,207,1401230.79,6769.23086956522,50851.5,586210,976528.69,10452,1651,1320,1349926.95,1022.67193181818,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","EMPRESÁRIO",221409
2014,240000000214,"JOSÉ ALUÍSIO VIEIRA","SC","PSD",36,32,712268.5,22258.390625,4977.5,49500,86790,155500,570,490,1008065.73,2057.277,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO",63964
2014,240000000215,"ANGELA ALBINO","SC","PC do B",95,93,1077649.87,11587.6330107527,NA,149466,266000,15244,365,336,1006913.64,2996.76678571429,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","DEPUTADO",87954
2014,240000000216,"JOSÉ CARLOS VARGAS MARIANO","SC","PSD",12,9,25060.68,2784.52,NA,6999,NA,1061.68,113,99,45002.17,454.567373737374,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","VEREADOR",2474
2014,240000000217,"GUARACI EDSON FAGUNDES","SC","PV",10,10,919091.02,91909.102,NA,10000,NA,NA,184,166,908575.65,5473.34728915663,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","EMPRESÁRIO",6315
2014,240000000218,"GUSTAVO HENRIQUE MACHADO","SC","PRB",7,7,52500,7500,37500,13600,1400,NA,43,35,51409.19,1468.834,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",2705
2014,240000000219,"MARILISE BARBARA BEERLI KIRSTEN","SC","PRB",6,6,110970,18495,1000,1570,NA,NA,25,24,110775,4615.625,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","DIRETOR DE EMPRESAS",2583
2014,240000000220,"RIDEVALDO BEZERRA GOMES","SC","PRB",85,84,385923,4594.32142857143,NA,5715,NA,100,168,159,380623.6,2393.85911949686,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA",24884
2014,240000000222,"CESAR ANTONIO DE SOUZA","SC","PSD",21,20,1175978.79,58798.9395,NA,25365,245050,145563.79,321,247,1128273.86,4567.91036437247,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO INCOMPLETO","DIVORCIADO(A)","EMPRESÁRIO",110777
2014,240000000224,"JORGINHO DOS SANTOS MELLO","SC","PR",57,50,1085756.66,21715.1332,NA,86390,20800,65166.66,965,650,1251142.98,1924.83535384615,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","DEPUTADO",140839
2014,240000000225,"ARIEL VIEIRA","SC","PSC",9,6,107500,17916.6666666667,NA,5000,NA,NA,320,284,170927.02,601.855704225352,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADMINISTRADOR",15308
2014,240000000229,"ROBERTO ROCHA RECKZIEGEL","SC","PTB",16,15,99034.26,6602.284,NA,8745,NA,5445,57,44,91709.26,2084.30136363636,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",2763
2014,240000000230,"JAIR ANTONIO MIOTTO","SC","DEM",26,21,531230.54,25296.6923809524,NA,18500,500,74200,269,249,520360.66,2089.80184738956,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADMINISTRADOR",46518
2014,240000000231,"JOVINO CARDOSO NETO","SC","DEM",28,26,999180,38430,NA,68050,14000,21630,474,357,903264.68,2530.15316526611,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","VEREADOR",69645
2014,240000000232,"JULIETHE PEREIRA NITZ","SC","DEM",8,8,148974,18621.75,NA,50000,15000,6474,241,139,99315,714.496402877698,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADVOGADO",5815
2014,240000000233,"ANALTO ROMALINO DA CUNHA","SC","PMDB",3,3,7700,2566.66666666667,NA,200,NA,NA,3,3,7700,2566.66666666667,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS",2042
2014,240000000234,"CELSO MALDANER","SC","PMDB",28,24,871870,36327.9166666667,NA,34000,545500,79870,608,474,916955.12,1934.50447257384,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",110436
2014,240000000236,"JOAO OLINDINO KOEDDERMANN","SC","PMDB",46,46,227278,4940.82608695652,NA,120458,52500,46820,373,142,152009.38,1070.4885915493,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","SERVIDOR PÚBLICO MUNICIPAL",15730
2014,240000000237,"MAIRI CAVALHERI","SC","PMDB",2,2,200,100,NA,200,NA,NA,2,2,200,100,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","APOSENTADO (EXCETO SERVIDOR PÚBLICO)",53
2014,240000000238,"MAURO MARIANI","SC","PMDB",70,63,1580993.09,25095.1284126984,NA,72083.29,246650,40259.8,1563,1359,1722598.71,1267.5487196468,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",195942
2014,240000000239,"ROGERIO MENDONÇA","SC","PMDB",87,80,864916,10811.45,NA,185154,327342,2500,325,272,812527,2987.23161764706,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","AGRÔNOMO",137784
2014,240000000240,"TANIA HERONDINA DE ANDRADE","SC","PMDB",2,2,200,100,NA,200,NA,NA,2,2,200,100,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","SEPARADO(A) JUDICIALMENTE","SECRETÁRIO E DATILÓGRAFO",472
2014,240000000241,"VALDIR COLATTO","SC","PMDB",27,26,612991,23576.5769230769,NA,245300,281600,41711,192,179,606167.6,3386.41117318436,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO",115431
2014,240000000245,"EDSON BEZ DE OLIVEIRA","SC","PMDB",163,159,1464843.09,9212.84962264151,NA,29007,733000,187336.09,532,425,1549021.39,3644.75621176471,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",102633
2014,240000000246,"RENATA VIEIRA","SC","PMDB",3,3,7700,2566.66666666667,NA,200,NA,NA,3,3,7700,2566.66666666667,"DEPUTADO FEDERAL","FEMININO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","OUTROS",3342
2014,240000000247,"RONALDO JOSÉ BENEDET","SC","PMDB",159,154,1642659.98,10666.6232467532,NA,189350,1044462.08,11847.9,761,646,1544273.69,2390.51654798762,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",105303
2014,240000000248,"CARLOS ALBERTO CAMPOS","SC","PDT",16,16,227450,14215.625,NA,50600,19750,4600,122,112,220207.14,1966.13517857143,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","EMPRESÁRIO",13561
2014,240000000249,"MARCELO NASCENTES PIRES","SC","PDT",4,4,12200,3050,NA,4500,NA,200,7,6,24470.85,4078.475,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",10120
2014,240000000313,"CAROLINE BELLAGUARDA DE AZEVEDO","SC","PCB",13,12,2709.55,225.795833333333,2959.55,NA,NA,NA,13,12,2709.55,225.795833333333,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",858
2014,240000000464,"ALEXANDRE LUIZ DANIELLI","SC","PSDB",14,12,10232.69,852.724166666667,NA,8586.44,NA,2646.25,22,22,11232.69,510.576818181818,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","EMPRESÁRIO",6236
2014,240000000465,"EDERSON ROGERIO ANTONINI","SC","PSDB",4,4,11435.05,2858.7625,671.05,1264,NA,9500,22,22,11435.05,519.775,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO",2359
2014,240000000467,"EVERALDO DI BERTI","SC","PSDB",9,9,13147.85,1460.87222222222,12597.85,550,NA,NA,14,14,13147.85,939.132142857143,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","COMERCIANTE",3769
2014,240000000468,"GEOVANIA DE SA RODRIGUES","SC","PSDB",24,24,179909.3,7496.22083333333,9224.53,89912.77,NA,30772,69,59,161950.93,2744.93101694915,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","ADMINISTRADOR",52757
2014,240000000469,"JOAO BATISTA NUNES","SC","PSDB",7,7,130623.81,18660.5442857143,617.05,NA,103596.76,26410,39,33,186907.7,5663.8696969697,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADMINISTRADOR",9890
2014,240000000470,"LUCAS DE OLIVEIRA","SC","PSDB",12,12,36914.05,3076.17083333333,671.05,30243,NA,6000,56,44,36766.95,835.6125,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","OUTROS",13191
2014,240000000471,"MARCO ANTONIO TEBALDI","SC","PSDB",27,23,516356.37,22450.2769565217,NA,92580,434776.37,34000,265,211,514027.92,2436.15127962085,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",135042
2014,240000000472,"OSVALDO OLAVIO MAFRA","SC","SD",23,19,314355.95,16545.05,NA,54000,27807,19562.95,339,321,498282.95,1552.28333333333,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","VEREADOR",36343
2014,240000000473,"SAULO SPEROTTO","SC","PSDB",14,10,169200,16920,NA,NA,208000,1200,73,71,207983.93,2929.35112676056,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","EMPRESÁRIO",15084
2014,240000000475,"CARMEN EMÍLIA BONFÁ ZANOTTO","SC","PPS",39,35,272776.79,7793.62257142857,671.05,64150,30000,87355.74,318,280,309803.69,1106.44175,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","ENFERMEIRO",78607
2014,240000000477,"ESPERIDIÃO AMIN HELOU FILHO","SC","PP",24,21,773575.85,36836.9452380952,NA,24583.33,344100,5000,178,159,1268765.97,7979.66018867925,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",229668
2014,240000000478,"FERNANDO ROBERTO GOMES","SC","PP",5,5,7741.05,1548.21,671.05,NA,NA,2070,5,5,7731.05,1546.21,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO ESTADUAL",980
2014,240000000479,"JORGE CATARINO LEONARDELI BOEIRA","SC","PP",48,38,903800.57,23784.2255263158,671.05,19700,284206.02,NA,1017,581,1253203.04,2156.97597246127,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",123770
2014,240000000484,"CARLOS ALBERTO ROSA KAMINSKI","SC","PHS",6,5,28171.05,5634.21,671.05,1000,NA,1500,46,43,37710.45,876.987209302326,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","EMPRESÁRIO",2596
2014,240000000485,"LUCY SANTOS PINTO","SC","PTC",5,5,35171.05,7034.21,NA,8000,NA,NA,50,47,35046.27,745.665319148936,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADMINISTRADOR",1668
2014,240000000486,"CASSIANO GONÇALVES UCKER","SC","PSB",3,3,9311.73,3103.91,NA,NA,NA,2011.73,5,5,9311.73,1862.346,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO",4932
2014,240000000487,"FABRICIO JOSE SATIRO DE OLIVEIRA","SC","PSB",63,63,377774.99,5996.42841269841,NA,208575,43499.99,55000,577,405,260693.19,643.686888888889,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","EMPRESÁRIO",51494
2014,240000000488,"MARIA MARGARETE PHILIPPI CECCONI","SC","PSB",4,4,10500,2625,NA,2000,NA,8500,24,22,9992.2,454.190909090909,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","APOSENTADO (EXCETO SERVIDOR PÚBLICO)",1301
2014,240000000489,"ODACIR ZONTA","SC","PSB",31,28,894999.99,31964.2853571429,NA,39999.99,658000,52000,187,126,679093.38,5389.63,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",50790
2014,240000000492,"HERBERT ETGES ZANDOMENECO","SC","PSB",13,10,30230.26,3023.026,NA,2106.07,NA,36124.19,42,27,35402.67,1311.21,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",2449
2014,240000000498,"HILÁRIO CARLOS SCHERNER","SC","PPL",2,2,1200,600,NA,1200,NA,NA,2,2,1200,600,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO MÉDIO",605
2014,240000000505,"HODZNEY NOGUEIRA","SC","PMN",8,6,4614,769,NA,NA,1164,4050,17,14,4669,333.5,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BOMBEIRO MILITAR",2785
2014,240000000516,"AERCI ARREAL OLM","SC","PT do B",28,26,7155.07,275.195,NA,2490.3,NA,NA,30,29,7257.37,250.254137931034,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA",4465
2014,240000000517,"ANTONIO WALTER HOEPPERS","SC","PT do B",2,2,1500,750,1000,NA,NA,500,5,5,1495.2,299.04,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",355
2014,240000000519,"MARISA RICARDO DO NASCIMENTO AFONSO","SC","PT do B",1,1,1000,1000,1000,NA,NA,NA,5,5,1000.04,200.008,"DEPUTADO FEDERAL","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","VIÚVO(A)","DONA DE CASA",651
2014,240000000520,"MOACIR GIRALDI","SC","PT do B",3,3,17546,5848.66666666667,1000,16546,NA,NA,4,4,17512.87,4378.2175,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","VEREADOR",15864
2014,240000000521,"NELSON MERRWELVELSON FERREIRA E SOUZA","SC","PT do B",1,1,100,100,NA,NA,NA,100,1,1,100,100,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO",782
2014,240000000589,"SERGIO BOEBEL","SC","PSDB",53,52,63250,1216.34615384615,NA,31600,30650,1500,110,99,59550,601.515151515152,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE","ARQUITETO",4900
2014,240000000631,"JORGE GONÇALVES DA SILVA","SC","PSB",1,1,5000,5000,NA,NA,NA,5000,5,5,5000,1000,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","APOSENTADO (EXCETO SERVIDOR PÚBLICO)",1349
2014,240000000637,"ALEXEY VILELA SACHWEH","SC","PSB",3,3,12255.95,4085.31666666667,NA,NA,NA,12255.95,14,14,12255.95,875.425,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ZOOTECNISTA",9401
2014,240000000648,"ROSA MARIA TESSER","SC","PSB",2,2,2555,1277.5,NA,NA,NA,2555,7,7,2555,365,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","APOSENTADO (EXCETO SERVIDOR PÚBLICO)",791
